id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,ability1,ability2,ability3,type1,type2,moves
735,gumshoos,146.0,7,142,45,88,110,60,55,60,gumshoos,gumshoos,True,881,stakeout,strong-jaw,adaptability,normal,,"['fire-punch', 'ice-punch', 'thunder-punch', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'thrash', 'leer', 'bite', 'roar', 'hyper-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'bide', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'yawn', 'endeavor', 'odor-sleuth', 'rock-tomb', 'block', 'mud-shot', 'shock-wave', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'iron-head', 'low-sweep', 'round', 'echoed-voice', 'bulldoze', 'work-up', 'wild-charge', 'dual-chop', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'chilling-water']"
736,grubbin,60.0,4,44,46,47,62,45,55,45,grubbin,grubbin,True,883,swarm,,,bug,,"['vice-grip', 'bite', 'string-shot', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'screech', 'double-team', 'harden', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'mud-shot', 'shock-wave', 'magnet-rise', 'poison-jab', 'x-scissor', 'discharge', 'bug-bite', 'charge-beam', 'round', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'rising-voltage', 'skitter-smack']"
737,charjabug,140.0,5,105,36,57,82,95,55,75,charjabug,charjabug,True,884,battery,,,bug,electric,"['vice-grip', 'bite', 'string-shot', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'screech', 'double-team', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'iron-defense', 'mud-shot', 'shock-wave', 'magnet-rise', 'poison-jab', 'x-scissor', 'discharge', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'eerie-impulse', 'rising-voltage', 'skitter-smack']"
738,vikavolt,250.0,15,450,43,77,70,90,145,75,vikavolt,vikavolt,True,885,levitate,,,bug,electric,"['vice-grip', 'guillotine', 'fly', 'bite', 'hyper-beam', 'solar-beam', 'string-shot', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'signal-beam', 'iron-defense', 'mud-shot', 'shock-wave', 'roost', 'magnet-rise', 'poison-jab', 'air-slash', 'x-scissor', 'bug-buzz', 'energy-ball', 'giga-impact', 'flash-cannon', 'discharge', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'sky-drop', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'eerie-impulse', 'laser-focus', 'rising-voltage', 'skitter-smack', 'dual-wingbeat']"
739,crabrawler,68.0,6,70,63,47,82,57,42,47,crabrawler,crabrawler,True,887,hyper-cutter,iron-fist,anger-point,fighting,,"['ice-punch', 'thunder-punch', 'slam', 'body-slam', 'take-down', 'leer', 'bubble-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'swift', 'amnesia', 'bubble', 'dizzy-punch', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'endeavor', 'rock-tomb', 'iron-defense', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'zen-headbutt', 'gunk-shot', 'iron-head', 'stone-edge', 'wide-guard', 'round', 'scald', 'bulldoze', 'frost-breath', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'tera-blast', 'chilling-water']"
740,crabominable,167.0,17,1800,43,97,132,77,62,67,crabominable,crabominable,True,888,hyper-cutter,iron-fist,anger-point,fighting,ice,"['ice-punch', 'thunder-punch', 'slam', 'body-slam', 'take-down', 'leer', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'swift', 'amnesia', 'bubble', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'hail', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'endeavor', 'rock-tomb', 'iron-defense', 'block', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'zen-headbutt', 'gunk-shot', 'iron-head', 'stone-edge', 'round', 'scald', 'bulldoze', 'frost-breath', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'ice-hammer', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'body-press', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']"
741,oricorio-baile,167.0,6,34,93,75,70,70,98,70,oricorio-baile,oricorio,True,889,dancer,,,fire,flying,"['pound', 'double-slap', 'swords-dance', 'fly', 'take-down', 'growl', 'peck', 'toxic', 'agility', 'double-team', 'mirror-move', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'icy-wind', 'sandstorm', 'endure', 'charm', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'flatter', 'facade', 'taunt', 'helping-hand', 'role-play', 'feather-dance', 'teeter-dance', 'air-cutter', 'aerial-ace', 'covet', 'calm-mind', 'roost', 'pluck', 'tailwind', 'u-turn', 'embargo', 'air-slash', 'defog', 'captivate', 'quiver-dance', 'round', 'quash', 'acrobatics', 'work-up', 'hurricane', 'confide', 'revelation-dance', 'tera-blast', 'pound', 'trailblaze']"
742,cutiefly,61.0,1,2,84,40,45,40,55,40,cutiefly,cutiefly,True,893,honey-gather,shield-dust,sweet-veil,bug,fairy,"['absorb', 'stun-spore', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'sweet-scent', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'aromatherapy', 'fake-tears', 'silver-wind', 'signal-beam', 'aerial-ace', 'covet', 'calm-mind', 'roost', 'tailwind', 'u-turn', 'last-resort', 'bug-buzz', 'energy-ball', 'switcheroo', 'defog', 'bug-bite', 'wonder-room', 'telekinesis', 'magic-room', 'quiver-dance', 'after-you', 'round', 'ally-switch', 'acrobatics', 'bestow', 'struggle-bug', 'sticky-web', 'draining-kiss', 'play-rough', 'fairy-wind', 'moonblast', 'confide', 'aromatic-mist', 'powder', 'dazzling-gleam', 'infestation', 'speed-swap', 'dual-wingbeat']"
743,ribombee,162.0,2,5,124,60,55,60,95,70,ribombee,ribombee,True,894,honey-gather,shield-dust,sweet-veil,bug,fairy,"['hyper-beam', 'absorb', 'solar-beam', 'stun-spore', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'sweet-scent', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'nature-power', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'aromatherapy', 'fake-tears', 'silver-wind', 'signal-beam', 'aerial-ace', 'covet', 'magical-leaf', 'calm-mind', 'roost', 'tailwind', 'u-turn', 'last-resort', 'bug-buzz', 'energy-ball', 'switcheroo', 'giga-impact', 'defog', 'bug-bite', 'wonder-room', 'telekinesis', 'magic-room', 'quiver-dance', 'after-you', 'round', 'ally-switch', 'acrobatics', 'struggle-bug', 'draining-kiss', 'play-rough', 'fairy-wind', 'confide', 'dazzling-gleam', 'infestation', 'pollen-puff', 'speed-swap', 'dual-wingbeat']"
744,rockruff,56.0,5,92,60,45,65,40,30,40,rockruff,rockruff,True,896,keen-eye,vital-spirit,steadfast,rock,,"['swords-dance', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'thrash', 'leer', 'bite', 'roar', 'rock-throw', 'dig', 'toxic', 'double-team', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'crunch', 'facade', 'taunt', 'helping-hand', 'endeavor', 'hyper-voice', 'crush-claw', 'odor-sleuth', 'rock-tomb', 'iron-defense', 'howl', 'covet', 'last-resort', 'sucker-punch', 'rock-polish', 'earth-power', 'thunder-fang', 'fire-fang', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'stealth-rock', 'round', 'echoed-voice', 'bulldoze', 'snarl', 'play-rough', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze']"
745,lycanroc-midday,170.0,8,250,112,75,115,65,55,65,lycanroc-midday,lycanroc,True,898,keen-eye,sand-rush,steadfast,rock,,"['swords-dance', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'leer', 'bite', 'roar', 'rock-throw', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'crunch', 'facade', 'taunt', 'helping-hand', 'brick-break', 'endeavor', 'hyper-voice', 'odor-sleuth', 'rock-tomb', 'iron-defense', 'howl', 'bulk-up', 'covet', 'rock-blast', 'close-combat', 'assurance', 'last-resort', 'sucker-punch', 'rock-polish', 'earth-power', 'giga-impact', 'thunder-fang', 'fire-fang', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'stealth-rock', 'round', 'echoed-voice', 'quick-guard', 'bulldoze', 'drill-run', 'tail-slap', 'snarl', 'play-rough', 'confide', 'psychic-fangs', 'stomping-tantrum', 'accelerock', 'tera-blast', 'trailblaze']"
746,wishiwashi-solo,61.0,2,3,40,45,20,20,25,25,wishiwashi-solo,wishiwashi,True,901,schooling,,,water,,"['take-down', 'double-edge', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'earthquake', 'toxic', 'double-team', 'waterfall', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'beat-up', 'uproar', 'hail', 'facade', 'helping-hand', 'endeavor', 'dive', 'muddy-water', 'mud-shot', 'covet', 'water-sport', 'water-pulse', 'brine', 'u-turn', 'aqua-ring', 'aqua-tail', 'soak', 'round', 'scald', 'bulldoze', 'confide', 'liquidation', 'tearful-look', 'scale-shot', 'flip-turn']"
747,mareanie,61.0,4,80,45,50,53,62,43,52,mareanie,mareanie,True,903,merciless,limber,regenerator,poison,water,"['poison-sting', 'pin-missile', 'bite', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'peck', 'toxic', 'double-team', 'recover', 'haze', 'spike-cannon', 'rest', 'substitute', 'snore', 'spite', 'protect', 'sludge-bomb', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'magic-coat', 'knock-off', 'snatch', 'muddy-water', 'iron-defense', 'mud-shot', 'covet', 'water-pulse', 'brine', 'payback', 'gastro-acid', 'toxic-spikes', 'poison-jab', 'gunk-shot', 'wide-guard', 'venoshock', 'sludge-wave', 'acid-spray', 'after-you', 'round', 'scald', 'frost-breath', 'confide', 'venom-drench', 'infestation', 'liquidation', 'tera-blast', 'ice-spinner', 'pounce', 'chilling-water']"
748,toxapex,173.0,7,145,35,50,63,152,53,142,toxapex,toxapex,True,904,merciless,limber,regenerator,poison,water,"['body-slam', 'poison-sting', 'pin-missile', 'bite', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'peck', 'toxic', 'double-team', 'recover', 'light-screen', 'spike-cannon', 'rest', 'substitute', 'snore', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'hail', 'facade', 'magic-coat', 'knock-off', 'snatch', 'muddy-water', 'iron-defense', 'block', 'mud-shot', 'covet', 'water-pulse', 'brine', 'payback', 'gastro-acid', 'toxic-spikes', 'poison-jab', 'giga-impact', 'cross-poison', 'gunk-shot', 'wide-guard', 'venoshock', 'smack-down', 'sludge-wave', 'acid-spray', 'after-you', 'round', 'scald', 'hex', 'frost-breath', 'confide', 'venom-drench', 'infestation', 'baneful-bunker', 'liquidation', 'tera-blast', 'ice-spinner', 'pounce', 'chilling-water']"
749,mudbray,77.0,10,1100,45,70,100,70,45,55,mudbray,mudbray,True,905,own-tempo,stamina,inner-focus,ground,,"['stomp', 'double-kick', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'roar', 'low-kick', 'counter', 'strength', 'earthquake', 'fissure', 'toxic', 'double-team', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'superpower', 'endeavor', 'mud-sport', 'rock-tomb', 'sand-tomb', 'iron-defense', 'close-combat', 'payback', 'earth-power', 'mud-bomb', 'iron-head', 'stone-edge', 'stealth-rock', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'bulldoze', 'rototiller', 'confide', 'high-horsepower', 'stomping-tantrum', 'tera-blast']"
750,mudsdale,175.0,25,9200,35,100,125,100,55,85,mudsdale,mudsdale,True,906,own-tempo,stamina,inner-focus,ground,,"['stomp', 'double-kick', 'mega-kick', 'body-slam', 'take-down', 'roar', 'hyper-beam', 'low-kick', 'counter', 'strength', 'earthquake', 'toxic', 'double-team', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'superpower', 'revenge', 'endeavor', 'mud-sport', 'rock-tomb', 'sand-tomb', 'iron-defense', 'mud-shot', 'close-combat', 'payback', 'focus-blast', 'earth-power', 'giga-impact', 'iron-head', 'stone-edge', 'stealth-rock', 'heavy-slam', 'low-sweep', 'round', 'bulldoze', 'rototiller', 'confide', 'high-horsepower', 'stomping-tantrum', 'body-press', 'lash-out', 'tera-blast']"
751,dewpider,54.0,3,40,27,38,40,52,40,72,dewpider,dewpider,True,907,water-bubble,water-absorb,,water,bug,"['headbutt', 'bite', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'toxic', 'double-team', 'waterfall', 'leech-life', 'bubble', 'rest', 'substitute', 'spider-web', 'snore', 'protect', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'stockpile', 'spit-up', 'facade', 'magic-coat', 'signal-beam', 'iron-defense', 'water-sport', 'water-pulse', 'aqua-ring', 'poison-jab', 'x-scissor', 'bug-buzz', 'bug-bite', 'power-split', 'wonder-room', 'magic-room', 'soak', 'entrainment', 'round', 'scald', 'frost-breath', 'sticky-web', 'confide', 'infestation', 'lunge', 'liquidation', 'skitter-smack']"
752,araquanid,159.0,18,820,42,68,70,92,50,132,araquanid,araquanid,True,908,water-bubble,water-absorb,,water,bug,"['headbutt', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'reflect', 'waterfall', 'leech-life', 'bubble', 'rest', 'substitute', 'spider-web', 'snore', 'protect', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'mirror-coat', 'facade', 'magic-coat', 'dive', 'signal-beam', 'iron-defense', 'water-pulse', 'aqua-ring', 'poison-jab', 'x-scissor', 'bug-buzz', 'bug-bite', 'wide-guard', 'wonder-room', 'magic-room', 'soak', 'entrainment', 'round', 'scald', 'frost-breath', 'confide', 'infestation', 'laser-focus', 'lunge', 'liquidation', 'skitter-smack']"
753,fomantis,50.0,3,15,35,40,55,35,50,35,fomantis,fomantis,True,910,leaf-guard,contrary,,grass,,"['swords-dance', 'take-down', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'leech-life', 'rest', 'slash', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'weather-ball', 'aromatherapy', 'signal-beam', 'bullet-seed', 'magical-leaf', 'leaf-blade', 'payback', 'fling', 'worry-seed', 'poison-jab', 'seed-bomb', 'x-scissor', 'energy-ball', 'defog', 'leaf-storm', 'grass-knot', 'bug-bite', 'round', 'dual-chop', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'tera-blast', 'trailblaze']"
754,lurantis,168.0,9,185,45,70,105,90,80,90,lurantis,lurantis,True,911,leaf-guard,contrary,,grass,,"['swords-dance', 'take-down', 'hyper-beam', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'leech-life', 'rest', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'superpower', 'brick-break', 'knock-off', 'weather-ball', 'signal-beam', 'bullet-seed', 'aerial-ace', 'magical-leaf', 'leaf-blade', 'payback', 'fling', 'worry-seed', 'poison-jab', 'night-slash', 'seed-bomb', 'x-scissor', 'energy-ball', 'giga-impact', 'psycho-cut', 'defog', 'leaf-storm', 'cross-poison', 'grass-knot', 'bug-bite', 'low-sweep', 'round', 'dual-chop', 'petal-blizzard', 'grassy-terrain', 'confide', 'solar-blade', 'leafage', 'laser-focus', 'pollen-puff', 'grassy-glide', 'tera-blast', 'trailblaze']"
755,morelull,57.0,2,15,15,40,35,55,65,75,morelull,morelull,True,913,illuminate,effect-spore,rain-dish,grass,fairy,"['absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'thunder-wave', 'toxic', 'double-team', 'confuse-ray', 'light-screen', 'amnesia', 'dream-eater', 'spore', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'synthesis', 'moonlight', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'magic-coat', 'recycle', 'astonish', 'signal-beam', 'worry-seed', 'seed-bomb', 'energy-ball', 'grass-knot', 'wonder-room', 'magic-room', 'after-you', 'round', 'draining-kiss', 'moonblast', 'confide', 'dazzling-gleam', 'strength-sap', 'spotlight', 'pollen-puff']"
756,shiinotic,142.0,10,115,30,60,45,80,90,100,shiinotic,shiinotic,True,914,illuminate,effect-spore,rain-dish,grass,fairy,"['hyper-beam', 'absorb', 'mega-drain', 'solar-beam', 'sleep-powder', 'thunder-wave', 'toxic', 'double-team', 'confuse-ray', 'light-screen', 'amnesia', 'dream-eater', 'spore', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'synthesis', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'magic-coat', 'recycle', 'astonish', 'weather-ball', 'signal-beam', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'giga-impact', 'grass-knot', 'charge-beam', 'wonder-room', 'magic-room', 'after-you', 'round', 'draining-kiss', 'moonblast', 'confide', 'dazzling-gleam', 'strength-sap', 'spotlight', 'pollen-puff']"
757,salandit,64.0,6,48,77,48,44,40,71,40,salandit,salandit,True,915,corrosion,oblivious,,poison,fire,"['double-slap', 'scratch', 'sand-attack', 'take-down', 'ember', 'flamethrower', 'dragon-rage', 'thunder-wave', 'toxic', 'agility', 'double-team', 'smog', 'fire-blast', 'swift', 'poison-gas', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'iron-tail', 'hidden-power', 'sunny-day', 'beat-up', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'snatch', 'poison-fang', 'overheat', 'dragon-claw', 'poison-tail', 'covet', 'payback', 'fling', 'toxic-spikes', 'flare-blitz', 'poison-jab', 'dragon-pulse', 'nasty-plot', 'shadow-claw', 'fire-fang', 'gunk-shot', 'venoshock', 'flame-burst', 'sludge-wave', 'flame-charge', 'acid-spray', 'foul-play', 'round', 'incinerate', 'belch', 'confide', 'venom-drench', 'scale-shot', 'skitter-smack', 'tera-blast', 'trailblaze']"
758,salazzle,168.0,12,222,117,68,64,60,111,60,salazzle,salazzle,True,916,corrosion,oblivious,,poison,fire,"['pound', 'double-slap', 'scratch', 'body-slam', 'take-down', 'disable', 'ember', 'flamethrower', 'hyper-beam', 'dragon-rage', 'thunder-wave', 'toxic', 'agility', 'double-team', 'smog', 'fire-blast', 'swift', 'poison-gas', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'sweet-scent', 'iron-tail', 'hidden-power', 'sunny-day', 'beat-up', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'snatch', 'hyper-voice', 'poison-fang', 'fake-tears', 'overheat', 'dragon-claw', 'poison-tail', 'covet', 'dragon-dance', 'payback', 'fling', 'toxic-spikes', 'flare-blitz', 'poison-jab', 'dragon-pulse', 'giga-impact', 'nasty-plot', 'shadow-claw', 'fire-fang', 'cross-poison', 'gunk-shot', 'captivate', 'venoshock', 'flame-burst', 'sludge-wave', 'flame-charge', 'acid-spray', 'foul-play', 'round', 'incinerate', 'acrobatics', 'dragon-tail', 'confide', 'venom-drench', 'laser-focus', 'fire-lash', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'corrosive-gas', 'tera-blast', 'pound', 'trailblaze']"
759,stufful,68.0,5,68,50,70,75,50,45,50,stufful,stufful,True,918,fluffy,klutz,cute-charm,normal,fighting,"['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind', 'stomp', 'mega-kick', 'tackle', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'strength', 'earthquake', 'toxic', 'double-team', 'defense-curl', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'flail', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'facade', 'focus-punch', 'taunt', 'role-play', 'superpower', 'brick-break', 'rock-tomb', 'aerial-ace', 'bulk-up', 'hammer-arm', 'payback', 'fling', 'force-palm', 'focus-blast', 'zen-headbutt', 'iron-head', 'wide-guard', 'low-sweep', 'round', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'baby-doll-eyes', 'brutal-swing', 'stomping-tantrum', 'coaching']"
760,bewear,175.0,21,1350,60,120,125,80,55,60,bewear,bewear,True,919,fluffy,klutz,unnerve,normal,fighting,"['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'hyper-beam', 'low-kick', 'strength', 'earthquake', 'toxic', 'double-team', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'flail', 'reversal', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'facade', 'focus-punch', 'taunt', 'role-play', 'superpower', 'revenge', 'brick-break', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'bulk-up', 'hammer-arm', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'iron-head', 'low-sweep', 'round', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'baby-doll-eyes', 'darkest-lariat', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'coaching']"
761,bounsweet,42.0,3,32,32,42,30,38,30,38,bounsweet,bounsweet,True,920,leaf-guard,oblivious,sweet-veil,grass,,"['take-down', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'endeavor', 'teeter-dance', 'aromatherapy', 'grass-whistle', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'feint', 'acupressure', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'grass-knot', 'round', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'grassy-glide', 'tera-blast', 'trailblaze']"
