base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,has_gender_differences,hatch_counter,is_baby,is_legendary,is_mythical,name,order,pal_park_encounters,shape,varieties,egg_group1,egg_group2,%_female,% male
35,45,black,eevee,False,2,medium,urban,False,35,False,False,False,umbreon,162,field,quadruped,['umbreon'],ground,,12.5,87.5
35,30,black,,False,2,medium-slow,forest,True,20,False,False,False,murkrow,227,forest,wings,['murkrow'],flying,,50.0,50.0
50,70,pink,slowpoke,False,2,medium,waters-edge,False,20,False,False,False,slowking,87,pond,upright,"['slowking', 'slowking-galar']",monster,water1,50.0,50.0
35,45,gray,,False,2,fast,cave,False,25,False,False,False,misdreavus,229,forest,ball,['misdreavus'],indeterminate,,50.0,50.0
70,225,black,,False,2,medium,rare,False,40,False,False,False,unown,231,forest,ball,['unown'],no-eggs,,0.0,0.0
50,45,blue,wynaut,False,2,medium,cave,True,20,False,False,False,wobbuffet,233,field,blob,['wobbuffet'],indeterminate,,50.0,50.0
70,60,yellow,,False,2,medium,grassland,True,20,False,False,False,girafarig,234,field,quadruped,['girafarig'],ground,,50.0,50.0
70,190,gray,,False,2,medium,forest,False,20,False,False,False,pineco,235,forest,ball,['pineco'],bug,,50.0,50.0
70,75,purple,pineco,False,2,medium,forest,False,20,False,False,False,forretress,236,forest,ball,['forretress'],bug,,50.0,50.0
50,190,yellow,,False,2,medium,cave,False,20,False,False,False,dunsparce,237,forest,squiggle,['dunsparce'],ground,,50.0,50.0
70,60,purple,,False,2,medium-slow,mountain,True,20,False,False,False,gligar,238,mountain,wings,['gligar'],bug,,50.0,50.0
50,25,gray,onix,True,2,medium,cave,True,25,False,False,False,steelix,104,mountain,squiggle,"['steelix', 'steelix-mega']",mineral,,50.0,50.0
70,190,pink,,False,2,fast,urban,False,20,False,False,False,snubbull,240,field,humanoid,['snubbull'],ground,fairy,75.0,25.0
70,75,purple,snubbull,False,2,fast,urban,False,20,False,False,False,granbull,241,field,upright,['granbull'],ground,fairy,75.0,25.0
50,45,gray,,False,2,medium,sea,False,20,False,False,False,qwilfish,242,sea,fish,"['qwilfish', 'qwilfish-hisui']",water2,,50.0,50.0
50,25,red,scyther,True,2,medium,grassland,True,25,False,False,False,scizor,142,field,bug-wings,"['scizor', 'scizor-mega']",bug,,50.0,50.0
50,190,yellow,,False,2,medium-slow,mountain,False,20,False,False,False,shuckle,243,sea,armor,['shuckle'],bug,,50.0,50.0
50,45,blue,,True,2,slow,forest,True,25,False,False,False,heracross,244,forest,humanoid,"['heracross', 'heracross-mega']",bug,,50.0,50.0
35,60,black,,False,2,medium-slow,forest,True,20,False,False,False,sneasel,245,mountain,upright,"['sneasel', 'sneasel-hisui']",ground,,50.0,50.0
70,120,brown,,False,2,medium,mountain,False,20,False,False,False,teddiursa,247,forest,upright,['teddiursa'],ground,,50.0,50.0
70,60,brown,teddiursa,False,2,medium,mountain,True,20,False,False,False,ursaring,248,forest,upright,['ursaring'],ground,,50.0,50.0
70,190,red,,False,2,medium,mountain,False,20,False,False,False,slugma,249,mountain,squiggle,['slugma'],indeterminate,,50.0,50.0
70,75,red,slugma,False,2,medium,mountain,False,20,False,False,False,magcargo,250,mountain,squiggle,['magcargo'],indeterminate,,50.0,50.0
50,225,brown,,False,2,slow,cave,False,20,False,False,False,swinub,251,mountain,quadruped,['swinub'],ground,,50.0,50.0
50,75,brown,swinub,False,2,slow,cave,True,20,False,False,False,piloswine,252,mountain,quadruped,['piloswine'],ground,,50.0,50.0
50,60,pink,,False,2,fast,sea,False,20,False,False,False,corsola,254,sea,armor,"['corsola', 'corsola-galar']",water1,water3,75.0,25.0
50,190,gray,,False,2,medium,sea,False,20,False,False,False,remoraid,255,sea,fish,['remoraid'],water1,water2,50.0,50.0
50,75,red,remoraid,False,2,medium,sea,True,20,False,False,False,octillery,256,sea,tentacles,['octillery'],water1,water2,50.0,50.0
50,45,red,,False,2,fast,mountain,False,20,False,False,False,delibird,257,mountain,wings,['delibird'],water1,ground,50.0,50.0
50,25,purple,mantyke,False,2,slow,sea,False,25,False,False,False,mantine,259,sea,wings,['mantine'],water1,,50.0,50.0
50,25,gray,,False,2,slow,rough-terrain,False,25,False,False,False,skarmory,260,mountain,wings,['skarmory'],flying,,50.0,50.0
35,120,black,,False,2,slow,rough-terrain,False,20,False,False,False,houndour,261,mountain,quadruped,['houndour'],ground,,50.0,50.0
35,45,black,houndour,True,2,slow,rough-terrain,True,20,False,False,False,houndoom,262,mountain,quadruped,"['houndoom', 'houndoom-mega']",ground,,50.0,50.0
50,45,blue,seadra,False,2,medium,sea,False,20,False,False,False,kingdra,134,sea,blob,['kingdra'],water1,dragon,50.0,50.0
70,120,blue,,False,2,medium,rough-terrain,False,20,False,False,False,phanpy,263,mountain,quadruped,['phanpy'],ground,,50.0,50.0
70,60,gray,phanpy,False,2,medium,rough-terrain,True,20,False,False,False,donphan,264,mountain,quadruped,['donphan'],ground,,50.0,50.0
50,45,red,porygon,False,2,medium,urban,False,20,False,False,False,porygon2,167,field,legs,['porygon2'],mineral,,0.0,0.0
70,45,brown,,False,2,slow,forest,False,20,False,False,False,stantler,265,field,quadruped,['stantler'],ground,,50.0,50.0
70,45,white,,False,2,fast,urban,False,20,False,False,False,smeargle,266,field,upright,['smeargle'],ground,,50.0,50.0
50,75,purple,,False,2,medium,urban,False,25,True,False,False,tyrogue,115,mountain,humanoid,['tyrogue'],no-eggs,,0.0,100.0
50,45,brown,tyrogue,False,2,medium,urban,False,25,False,False,False,hitmontop,118,mountain,upright,['hitmontop'],humanshape,,0.0,100.0
50,45,pink,,False,2,medium,urban,False,25,True,False,False,smoochum,143,field,humanoid,['smoochum'],no-eggs,,100.0,0.0
50,45,yellow,,False,2,medium,grassland,False,25,True,False,False,elekid,145,mountain,humanoid,['elekid'],no-eggs,,25.0,75.0
50,45,red,,False,2,medium,mountain,False,25,True,False,False,magby,148,mountain,upright,['magby'],no-eggs,,25.0,75.0
50,45,pink,,False,2,slow,grassland,False,20,False,False,False,miltank,267,field,upright,['miltank'],ground,,100.0,0.0
140,30,pink,chansey,False,2,fast,urban,False,40,False,False,False,blissey,128,field,humanoid,['blissey'],fairy,,100.0,0.0
35,3,yellow,,False,2,slow,grassland,False,80,False,True,False,raikou,268,mountain,quadruped,['raikou'],no-eggs,,0.0,0.0
35,3,brown,,False,2,slow,grassland,False,80,False,True,False,entei,269,mountain,quadruped,['entei'],no-eggs,,0.0,0.0
35,3,blue,,False,2,slow,grassland,False,80,False,True,False,suicune,270,mountain,quadruped,['suicune'],no-eggs,,0.0,0.0
35,45,green,,False,2,slow,mountain,False,40,False,False,False,larvitar,271,mountain,upright,['larvitar'],monster,,50.0,50.0
35,45,gray,larvitar,False,2,slow,mountain,False,40,False,False,False,pupitar,272,mountain,squiggle,['pupitar'],monster,,50.0,50.0
35,45,green,pupitar,True,2,slow,mountain,False,40,False,False,False,tyranitar,273,mountain,upright,"['tyranitar', 'tyranitar-mega']",monster,,50.0,50.0
0,3,white,,False,2,slow,rare,False,120,False,True,False,lugia,274,mountain,wings,['lugia'],no-eggs,,0.0,0.0
0,3,red,,False,2,slow,rare,False,120,False,True,False,ho-oh,275,mountain,wings,['ho-oh'],no-eggs,,0.0,0.0
100,45,green,,False,2,medium-slow,forest,False,120,False,False,True,celebi,276,forest,humanoid,['celebi'],no-eggs,,0.0,0.0
50,45,green,,False,3,medium-slow,forest,False,20,False,False,False,treecko,277,forest,upright,['treecko'],monster,dragon,12.5,87.5
50,45,green,treecko,False,3,medium-slow,forest,False,20,False,False,False,grovyle,278,forest,upright,['grovyle'],monster,dragon,12.5,87.5
50,45,green,grovyle,True,3,medium-slow,forest,False,20,False,False,False,sceptile,279,forest,upright,"['sceptile', 'sceptile-mega']",monster,dragon,12.5,87.5
50,45,red,,False,3,medium-slow,grassland,True,20,False,False,False,torchic,280,field,legs,['torchic'],ground,,12.5,87.5
50,45,red,torchic,False,3,medium-slow,grassland,True,20,False,False,False,combusken,281,field,upright,['combusken'],ground,,12.5,87.5
50,45,red,combusken,True,3,medium-slow,grassland,True,20,False,False,False,blaziken,282,field,upright,"['blaziken', 'blaziken-mega']",ground,,12.5,87.5
50,45,blue,,False,3,medium-slow,waters-edge,False,20,False,False,False,mudkip,283,pond,quadruped,['mudkip'],monster,water1,12.5,87.5
50,45,blue,mudkip,False,3,medium-slow,waters-edge,False,20,False,False,False,marshtomp,284,pond,upright,['marshtomp'],monster,water1,12.5,87.5
50,45,blue,marshtomp,True,3,medium-slow,waters-edge,False,20,False,False,False,swampert,285,pond,upright,"['swampert', 'swampert-mega']",monster,water1,12.5,87.5
70,255,gray,,False,3,medium,grassland,False,15,False,False,False,poochyena,286,field,quadruped,['poochyena'],ground,,50.0,50.0
70,127,gray,poochyena,False,3,medium,grassland,False,15,False,False,False,mightyena,287,field,quadruped,['mightyena'],ground,,50.0,50.0
50,255,brown,,False,3,medium,grassland,False,15,False,False,False,zigzagoon,288,field,quadruped,"['zigzagoon', 'zigzagoon-galar']",ground,,50.0,50.0
50,90,white,zigzagoon,False,3,medium,grassland,False,15,False,False,False,linoone,289,field,quadruped,"['linoone', 'linoone-galar']",ground,,50.0,50.0
70,255,red,,False,3,medium,forest,False,15,False,False,False,wurmple,290,forest,armor,['wurmple'],bug,,50.0,50.0
70,120,white,wurmple,False,3,medium,forest,False,15,False,False,False,silcoon,291,forest,ball,['silcoon'],bug,,50.0,50.0
70,45,yellow,silcoon,False,3,medium,forest,True,15,False,False,False,beautifly,292,forest,bug-wings,['beautifly'],bug,,50.0,50.0
70,120,purple,wurmple,False,3,medium,forest,False,15,False,False,False,cascoon,293,forest,ball,['cascoon'],bug,,50.0,50.0
70,45,green,cascoon,False,3,medium,forest,True,15,False,False,False,dustox,294,forest,bug-wings,['dustox'],bug,,50.0,50.0
50,255,green,,False,3,medium-slow,waters-edge,False,15,False,False,False,lotad,295,pond,armor,['lotad'],water1,plant,50.0,50.0
50,120,green,lotad,False,3,medium-slow,waters-edge,False,15,False,False,False,lombre,296,pond,humanoid,['lombre'],water1,plant,50.0,50.0
50,45,green,lombre,False,3,medium-slow,waters-edge,True,15,False,False,False,ludicolo,297,pond,humanoid,['ludicolo'],water1,plant,50.0,50.0
50,255,brown,,False,3,medium-slow,forest,False,15,False,False,False,seedot,298,forest,legs,['seedot'],ground,plant,50.0,50.0
50,120,brown,seedot,False,3,medium-slow,forest,True,15,False,False,False,nuzleaf,299,forest,humanoid,['nuzleaf'],ground,plant,50.0,50.0
50,45,brown,nuzleaf,False,3,medium-slow,forest,True,15,False,False,False,shiftry,300,forest,humanoid,['shiftry'],ground,plant,50.0,50.0
70,200,blue,,False,3,medium-slow,grassland,False,15,False,False,False,taillow,301,field,wings,['taillow'],flying,,50.0,50.0
70,45,blue,taillow,False,3,medium-slow,grassland,False,15,False,False,False,swellow,302,field,wings,['swellow'],flying,,50.0,50.0
50,190,white,,False,3,medium,sea,False,20,False,False,False,wingull,303,sea,wings,['wingull'],water1,flying,50.0,50.0
50,45,yellow,wingull,False,3,medium,sea,False,20,False,False,False,pelipper,304,sea,wings,['pelipper'],water1,flying,50.0,50.0
35,235,white,,False,3,slow,urban,False,20,False,False,False,ralts,305,field,humanoid,['ralts'],humanshape,indeterminate,50.0,50.0
35,120,white,ralts,False,3,slow,urban,False,20,False,False,False,kirlia,306,field,humanoid,['kirlia'],humanshape,indeterminate,50.0,50.0
35,45,white,kirlia,True,3,slow,urban,False,20,False,False,False,gardevoir,307,field,humanoid,"['gardevoir', 'gardevoir-mega']",humanshape,indeterminate,50.0,50.0
70,200,blue,,False,3,medium,waters-edge,False,15,False,False,False,surskit,309,pond,armor,['surskit'],water1,bug,50.0,50.0
70,75,blue,surskit,False,3,medium,waters-edge,False,15,False,False,False,masquerain,310,pond,bug-wings,['masquerain'],water1,bug,50.0,50.0
70,255,brown,,False,3,fast-then-very-slow,forest,False,15,False,False,False,shroomish,311,forest,legs,['shroomish'],fairy,plant,50.0,50.0
70,90,green,shroomish,False,3,fast-then-very-slow,forest,False,15,False,False,False,breloom,312,forest,upright,['breloom'],fairy,plant,50.0,50.0
70,255,brown,,False,3,slow,forest,False,15,False,False,False,slakoth,313,forest,quadruped,['slakoth'],ground,,50.0,50.0
70,120,white,slakoth,False,3,slow,forest,False,15,False,False,False,vigoroth,314,forest,upright,['vigoroth'],ground,,50.0,50.0
70,45,brown,vigoroth,False,3,slow,forest,False,15,False,False,False,slaking,315,forest,humanoid,['slaking'],ground,,50.0,50.0
50,255,gray,,False,3,slow-then-very-fast,forest,False,15,False,False,False,nincada,316,forest,armor,['nincada'],bug,,50.0,50.0
50,120,yellow,nincada,False,3,slow-then-very-fast,forest,False,15,False,False,False,ninjask,317,forest,bug-wings,['ninjask'],bug,,50.0,50.0
50,45,brown,nincada,False,3,slow-then-very-fast,forest,False,15,False,False,False,shedinja,318,forest,blob,['shedinja'],mineral,,0.0,0.0
50,190,pink,,False,3,medium-slow,cave,False,20,False,False,False,whismur,319,mountain,upright,['whismur'],monster,ground,50.0,50.0
50,120,blue,whismur,False,3,medium-slow,cave,False,20,False,False,False,loudred,320,mountain,upright,['loudred'],monster,ground,50.0,50.0
50,45,blue,loudred,False,3,medium-slow,cave,False,20,False,False,False,exploud,321,mountain,upright,['exploud'],monster,ground,50.0,50.0
70,180,yellow,,False,3,fast-then-very-slow,mountain,False,20,False,False,False,makuhita,322,mountain,humanoid,['makuhita'],humanshape,,25.0,75.0
70,200,brown,makuhita,False,3,fast-then-very-slow,mountain,False,20,False,False,False,hariyama,323,mountain,humanoid,['hariyama'],humanshape,,25.0,75.0
50,150,blue,,False,3,fast,waters-edge,False,10,True,False,False,azurill,211,pond,legs,['azurill'],no-eggs,,75.0,25.0
70,255,gray,,False,3,medium,cave,False,20,False,False,False,nosepass,324,mountain,humanoid,['nosepass'],mineral,,50.0,50.0
70,255,pink,,False,3,fast,forest,False,15,False,False,False,skitty,326,field,quadruped,['skitty'],ground,fairy,75.0,25.0
70,60,purple,skitty,False,3,fast,forest,False,15,False,False,False,delcatty,327,field,quadruped,['delcatty'],ground,fairy,75.0,25.0
35,45,purple,,True,3,medium-slow,cave,False,25,False,False,False,sableye,328,mountain,humanoid,"['sableye', 'sableye-mega']",humanshape,,50.0,50.0
50,45,black,,True,3,fast,cave,False,20,False,False,False,mawile,329,mountain,humanoid,"['mawile', 'mawile-mega']",ground,fairy,50.0,50.0
35,180,gray,,False,3,slow,mountain,False,35,False,False,False,aron,330,mountain,quadruped,['aron'],monster,,50.0,50.0
35,90,gray,aron,False,3,slow,mountain,False,35,False,False,False,lairon,331,mountain,quadruped,['lairon'],monster,,50.0,50.0
35,45,gray,lairon,True,3,slow,mountain,False,35,False,False,False,aggron,332,mountain,upright,"['aggron', 'aggron-mega']",monster,,50.0,50.0
70,180,blue,,False,3,medium,mountain,True,20,False,False,False,meditite,333,mountain,humanoid,['meditite'],humanshape,,50.0,50.0
70,90,red,meditite,True,3,medium,mountain,True,20,False,False,False,medicham,334,mountain,humanoid,"['medicham', 'medicham-mega']",humanshape,,50.0,50.0
50,120,green,,False,3,slow,grassland,False,20,False,False,False,electrike,335,field,quadruped,['electrike'],ground,,50.0,50.0
50,45,yellow,electrike,True,3,slow,grassland,False,20,False,False,False,manectric,336,field,quadruped,"['manectric', 'manectric-mega']",ground,,50.0,50.0
70,200,yellow,,False,3,medium,grassland,False,20,False,False,False,plusle,337,field,upright,['plusle'],fairy,,50.0,50.0
70,200,yellow,,False,3,medium,grassland,False,20,False,False,False,minun,338,field,upright,['minun'],fairy,,50.0,50.0
70,150,gray,,False,3,slow-then-very-fast,forest,False,15,False,False,False,volbeat,339,mountain,upright,['volbeat'],bug,humanshape,0.0,100.0
70,150,purple,,False,3,fast-then-very-slow,forest,False,15,False,False,False,illumise,340,mountain,humanoid,['illumise'],bug,humanshape,100.0,0.0
50,150,green,budew,False,3,medium-slow,grassland,True,20,False,False,False,roselia,342,field,humanoid,['roselia'],fairy,plant,50.0,50.0
70,225,green,,False,3,fast-then-very-slow,grassland,True,20,False,False,False,gulpin,344,forest,arms,['gulpin'],indeterminate,,50.0,50.0
70,75,purple,gulpin,False,3,fast-then-very-slow,grassland,True,20,False,False,False,swalot,345,forest,arms,['swalot'],indeterminate,,50.0,50.0
35,225,red,,False,3,slow,sea,False,20,False,False,False,carvanha,346,sea,fish,['carvanha'],water2,,50.0,50.0
35,60,blue,carvanha,True,3,slow,sea,False,20,False,False,False,sharpedo,347,sea,fish,"['sharpedo', 'sharpedo-mega']",water2,,50.0,50.0
50,125,blue,,False,3,fast-then-very-slow,sea,False,40,False,False,False,wailmer,348,sea,fish,['wailmer'],ground,water2,50.0,50.0
50,60,blue,wailmer,False,3,fast-then-very-slow,sea,False,40,False,False,False,wailord,349,sea,fish,['wailord'],ground,water2,50.0,50.0
70,255,yellow,,False,3,medium,mountain,True,20,False,False,False,numel,350,mountain,quadruped,['numel'],ground,,50.0,50.0
70,150,red,numel,True,3,medium,mountain,True,20,False,False,False,camerupt,351,mountain,quadruped,"['camerupt', 'camerupt-mega']",ground,,50.0,50.0
50,90,brown,,False,3,medium,mountain,False,20,False,False,False,torkoal,352,mountain,quadruped,['torkoal'],ground,,50.0,50.0
70,255,black,,False,3,fast,mountain,False,20,False,False,False,spoink,353,field,arms,['spoink'],ground,,50.0,50.0
70,60,purple,spoink,False,3,fast,mountain,False,20,False,False,False,grumpig,354,field,upright,['grumpig'],ground,,50.0,50.0
70,255,brown,,False,3,fast,mountain,False,15,False,False,False,spinda,355,field,upright,['spinda'],ground,humanshape,50.0,50.0
50,255,brown,,False,3,medium-slow,rough-terrain,False,20,False,False,False,trapinch,356,mountain,armor,['trapinch'],bug,dragon,50.0,50.0
50,120,green,trapinch,False,3,medium-slow,rough-terrain,False,20,False,False,False,vibrava,357,mountain,bug-wings,['vibrava'],bug,dragon,50.0,50.0
50,45,green,vibrava,False,3,medium-slow,rough-terrain,False,20,False,False,False,flygon,358,mountain,wings,['flygon'],bug,dragon,50.0,50.0
35,190,green,,False,3,medium-slow,rough-terrain,False,20,False,False,False,cacnea,359,mountain,humanoid,['cacnea'],plant,humanshape,50.0,50.0
35,60,green,cacnea,False,3,medium-slow,rough-terrain,True,20,False,False,False,cacturne,360,mountain,humanoid,['cacturne'],plant,humanshape,50.0,50.0
50,255,blue,,False,3,slow-then-very-fast,forest,False,20,False,False,False,swablu,361,field,wings,['swablu'],flying,dragon,50.0,50.0
50,45,blue,swablu,True,3,slow-then-very-fast,forest,False,20,False,False,False,altaria,362,field,wings,"['altaria', 'altaria-mega']",flying,dragon,50.0,50.0
70,90,white,,False,3,slow-then-very-fast,grassland,False,20,False,False,False,zangoose,363,field,upright,['zangoose'],ground,,50.0,50.0
70,90,black,,False,3,fast-then-very-slow,grassland,False,20,False,False,False,seviper,364,forest,squiggle,['seviper'],ground,dragon,50.0,50.0
50,45,yellow,,False,3,fast,cave,False,25,False,False,False,lunatone,365,mountain,ball,['lunatone'],mineral,,0.0,0.0
50,45,red,,False,3,fast,cave,False,25,False,False,False,solrock,366,mountain,ball,['solrock'],mineral,,0.0,0.0
50,190,gray,,False,3,medium,waters-edge,False,20,False,False,False,barboach,367,pond,fish,['barboach'],water2,,50.0,50.0
50,75,blue,barboach,False,3,medium,waters-edge,False,20,False,False,False,whiscash,368,pond,fish,['whiscash'],water2,,50.0,50.0
50,205,red,,False,3,fast-then-very-slow,waters-edge,False,15,False,False,False,corphish,369,pond,armor,['corphish'],water1,water3,50.0,50.0
50,155,red,corphish,False,3,fast-then-very-slow,waters-edge,False,15,False,False,False,crawdaunt,370,pond,armor,['crawdaunt'],water1,water3,50.0,50.0
50,255,brown,,False,3,medium,rough-terrain,False,20,False,False,False,baltoy,371,mountain,arms,['baltoy'],mineral,,0.0,0.0
50,90,black,baltoy,False,3,medium,rough-terrain,False,20,False,False,False,claydol,372,mountain,arms,['claydol'],mineral,,0.0,0.0
50,45,purple,,False,3,slow-then-very-fast,sea,False,30,False,False,False,lileep,373,sea,blob,['lileep'],water3,,12.5,87.5
50,45,green,lileep,False,3,slow-then-very-fast,sea,False,30,False,False,False,cradily,374,sea,blob,['cradily'],water3,,12.5,87.5
50,45,gray,,False,3,slow-then-very-fast,waters-edge,False,30,False,False,False,anorith,375,sea,armor,['anorith'],water3,,12.5,87.5
50,45,gray,anorith,False,3,slow-then-very-fast,waters-edge,False,30,False,False,False,armaldo,376,sea,upright,['armaldo'],water3,,12.5,87.5
50,255,brown,,False,3,slow-then-very-fast,waters-edge,False,20,False,False,False,feebas,377,sea,fish,['feebas'],water1,dragon,50.0,50.0
50,60,pink,feebas,False,3,slow-then-very-fast,waters-edge,True,20,False,False,False,milotic,378,sea,squiggle,['milotic'],water1,dragon,50.0,50.0
70,45,gray,,True,3,medium,grassland,False,25,False,False,False,castform,379,field,ball,"['castform', 'castform-sunny', 'castform-rainy', 'castform-snowy']",fairy,indeterminate,50.0,50.0
70,200,green,,False,3,medium-slow,forest,False,20,False,False,False,kecleon,380,forest,upright,['kecleon'],ground,,50.0,50.0
35,225,black,,False,3,fast,urban,False,25,False,False,False,shuppet,381,forest,ball,['shuppet'],indeterminate,,50.0,50.0
35,45,black,shuppet,True,3,fast,urban,False,25,False,False,False,banette,382,forest,upright,"['banette', 'banette-mega']",indeterminate,,50.0,50.0
35,190,black,,False,3,fast,forest,False,25,False,False,False,duskull,383,forest,arms,['duskull'],indeterminate,,50.0,50.0
35,90,black,duskull,False,3,fast,forest,False,25,False,False,False,dusclops,384,forest,humanoid,['dusclops'],indeterminate,,50.0,50.0
70,200,green,,False,3,slow,forest,False,25,False,False,False,tropius,386,forest,quadruped,['tropius'],monster,plant,50.0,50.0
70,45,blue,chingling,False,3,fast,grassland,False,25,False,False,False,chimecho,388,mountain,arms,['chimecho'],indeterminate,,50.0,50.0
35,30,white,,True,3,medium-slow,mountain,False,25,False,False,False,absol,389,mountain,quadruped,"['absol', 'absol-mega']",ground,,50.0,50.0
50,125,blue,,False,3,medium,cave,False,20,True,False,False,wynaut,232,field,upright,['wynaut'],no-eggs,,50.0,50.0
50,190,gray,,False,3,medium,cave,False,20,False,False,False,snorunt,390,mountain,humanoid,['snorunt'],fairy,mineral,50.0,50.0
50,75,gray,snorunt,True,3,medium,cave,False,20,False,False,False,glalie,391,mountain,ball,"['glalie', 'glalie-mega']",fairy,mineral,50.0,50.0
50,255,blue,,False,3,medium-slow,sea,False,20,False,False,False,spheal,393,sea,fish,['spheal'],water1,ground,50.0,50.0
50,120,blue,spheal,False,3,medium-slow,sea,False,20,False,False,False,sealeo,394,sea,fish,['sealeo'],water1,ground,50.0,50.0
50,45,blue,sealeo,False,3,medium-slow,sea,False,20,False,False,False,walrein,395,sea,quadruped,['walrein'],water1,ground,50.0,50.0
70,255,blue,,False,3,slow-then-very-fast,sea,False,20,False,False,False,clamperl,396,sea,ball,['clamperl'],water1,,50.0,50.0
70,60,blue,clamperl,False,3,slow-then-very-fast,sea,False,20,False,False,False,huntail,397,sea,squiggle,['huntail'],water1,,50.0,50.0
70,60,pink,clamperl,False,3,slow-then-very-fast,sea,False,20,False,False,False,gorebyss,398,sea,squiggle,['gorebyss'],water1,,50.0,50.0
50,25,gray,,False,3,slow,sea,True,40,False,False,False,relicanth,399,sea,fish,['relicanth'],water1,water2,12.5,87.5
70,225,pink,,False,3,fast,sea,False,20,False,False,False,luvdisc,400,sea,fish,['luvdisc'],water2,,75.0,25.0
35,45,blue,,False,3,slow,rough-terrain,False,40,False,False,False,bagon,401,mountain,humanoid,['bagon'],dragon,,50.0,50.0
35,45,white,bagon,False,3,slow,rough-terrain,False,40,False,False,False,shelgon,402,mountain,quadruped,['shelgon'],dragon,,50.0,50.0
35,45,blue,shelgon,True,3,slow,rough-terrain,False,40,False,False,False,salamence,403,mountain,quadruped,"['salamence', 'salamence-mega']",dragon,,50.0,50.0
35,3,blue,,False,3,slow,rough-terrain,False,40,False,False,False,beldum,404,mountain,blob,['beldum'],mineral,,0.0,0.0
35,3,blue,beldum,False,3,slow,rough-terrain,False,40,False,False,False,metang,405,mountain,arms,['metang'],mineral,,0.0,0.0
35,3,blue,metang,True,3,slow,rough-terrain,False,40,False,False,False,metagross,406,mountain,heads,"['metagross', 'metagross-mega']",mineral,,0.0,0.0
35,3,brown,,False,3,slow,cave,False,80,False,True,False,regirock,407,mountain,humanoid,['regirock'],no-eggs,,0.0,0.0
35,3,blue,,False,3,slow,cave,False,80,False,True,False,regice,408,mountain,humanoid,['regice'],no-eggs,,0.0,0.0
35,3,gray,,False,3,slow,cave,False,80,False,True,False,registeel,409,mountain,humanoid,['registeel'],no-eggs,,0.0,0.0
90,3,red,,True,3,slow,waters-edge,False,120,False,True,False,latias,410,field,wings,"['latias', 'latias-mega']",no-eggs,,100.0,0.0
90,3,blue,,True,3,slow,waters-edge,False,120,False,True,False,latios,411,field,wings,"['latios', 'latios-mega']",no-eggs,,0.0,100.0
0,3,blue,,True,3,slow,sea,False,120,False,True,False,kyogre,412,sea,fish,"['kyogre', 'kyogre-primal']",no-eggs,,0.0,0.0
0,3,red,,True,3,slow,rough-terrain,False,120,False,True,False,groudon,413,mountain,upright,"['groudon', 'groudon-primal']",no-eggs,,0.0,0.0
0,45,green,,True,3,slow,rare,False,120,False,True,False,rayquaza,414,field,squiggle,"['rayquaza', 'rayquaza-mega']",no-eggs,,0.0,0.0
100,3,yellow,,False,3,slow,mountain,False,120,False,False,True,jirachi,415,mountain,humanoid,['jirachi'],no-eggs,,0.0,0.0
0,3,red,,True,3,slow,rare,False,120,False,False,True,deoxys,416,mountain,humanoid,"['deoxys-normal', 'deoxys-attack', 'deoxys-defense', 'deoxys-speed']",no-eggs,,0.0,0.0
70,45,green,,False,4,medium-slow,,False,20,False,False,False,turtwig,417,forest,quadruped,['turtwig'],monster,plant,12.5,87.5
70,45,green,turtwig,False,4,medium-slow,,False,20,False,False,False,grotle,418,forest,quadruped,['grotle'],monster,plant,12.5,87.5
70,45,green,grotle,False,4,medium-slow,,False,20,False,False,False,torterra,419,forest,quadruped,['torterra'],monster,plant,12.5,87.5
70,45,brown,,False,4,medium-slow,,False,20,False,False,False,chimchar,420,field,upright,['chimchar'],ground,humanshape,12.5,87.5
70,45,brown,chimchar,False,4,medium-slow,,False,20,False,False,False,monferno,421,field,upright,['monferno'],ground,humanshape,12.5,87.5
70,45,brown,monferno,False,4,medium-slow,,False,20,False,False,False,infernape,422,field,upright,['infernape'],ground,humanshape,12.5,87.5
70,45,blue,,False,4,medium-slow,,False,20,False,False,False,piplup,423,pond,humanoid,['piplup'],water1,ground,12.5,87.5
70,45,blue,piplup,False,4,medium-slow,,False,20,False,False,False,prinplup,424,pond,upright,['prinplup'],water1,ground,12.5,87.5
70,45,blue,prinplup,False,4,medium-slow,,False,20,False,False,False,empoleon,425,pond,upright,['empoleon'],water1,ground,12.5,87.5
70,255,brown,,False,4,medium-slow,,True,15,False,False,False,starly,426,field,wings,['starly'],flying,,50.0,50.0
70,120,brown,starly,False,4,medium-slow,,True,15,False,False,False,staravia,427,field,wings,['staravia'],flying,,50.0,50.0
70,45,brown,staravia,False,4,medium-slow,,True,15,False,False,False,staraptor,428,field,wings,['staraptor'],flying,,50.0,50.0
70,255,brown,,False,4,medium,,True,15,False,False,False,bidoof,429,field,quadruped,['bidoof'],water1,ground,50.0,50.0
70,127,brown,bidoof,False,4,medium,,True,15,False,False,False,bibarel,430,field,upright,['bibarel'],water1,ground,50.0,50.0
70,255,red,,False,4,medium-slow,,True,15,False,False,False,kricketot,431,forest,humanoid,['kricketot'],bug,,50.0,50.0
70,45,red,kricketot,False,4,medium-slow,,True,15,False,False,False,kricketune,432,forest,bug-wings,['kricketune'],bug,,50.0,50.0
